CUSTOMERNAME,SALES,PHONE,CITY,STATE,COUNTRY,POSTALCODE
Euro+ Shopping Channel             ,2282.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Lyon Souveniers                    ,8977,+33 1 46 62 7555 ,Paris          ,               ,France         ,75508       
Gift Depot Inc.                    ,3256.3,2035552570       ,Bridgewater    ,CT             ,USA            ,97562       
Cruz & Sons Co.                    ,2821.7,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Reims Collectables                 ,3293.4,26.47.1555       ,Reims          ,               ,France         ,51100       
Mini Gifts Distributors Ltd.       ,4224,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Toys4GrownUps.com                  ,3091.7,6265557265       ,Pasadena       ,CA             ,USA            ,90003       
Corporate Gift Ideas Co.           ,2219.6,6505551386       ,San Francisco  ,CA             ,USA            ,            
"Anna's Decorations, Ltd            ",3866.4,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
Daedalus Designs Imports           ,1964.8,20.16.1555       ,Lille          ,               ,France         ,59000       
Euro+ Shopping Channel             ,2668.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Auto Canal+ Petit                  ,3222,(1) 47.55.6555   ,Paris          ,               ,France         ,75016       
Daedalus Designs Imports           ,3864.5,20.16.1555       ,Lille          ,               ,France         ,59000       
Vitachrome Inc.                    ,1366.8,2125551500       ,NYC            ,NY             ,USA            ,10022       
Auto Canal+ Petit                  ,3475.7,(1) 47.55.6555   ,Paris          ,               ,France         ,75016       
Gifts4AllAges.com                  ,4206.5,6175559555       ,Boston         ,MA             ,USA            ,51003       
Online Mini Collectables           ,1486.4,6175557555       ,Brickhaven     ,MA             ,USA            ,58339       
Marta's Replicas Co.               ,3077.9,6175558555       ,Cambridge      ,MA             ,USA            ,51247       
"Toys of Finland, Co.               ",3544.2,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Baane Mini Imports                 ,2483,07-98 9555       ,Stavern        ,               ,Norway         ,4110        
Microscale Inc.                    ,3478.1,2125551957       ,NYC            ,NY             ,USA            ,10022       
Motor Mint Distributors Inc.       ,3657.8,2155559857       ,Philadelphia   ,PA             ,USA            ,71270       
Salzburg Collectables              ,4682.4,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Lyon Souveniers                    ,3937.7,+33 1 46 62 7555 ,Paris          ,               ,France         ,75508       
Mini Creations Ltd.                ,4984.3,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
La Rochelle Gifts                  ,5406.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Mini Gifts Distributors Ltd.       ,3491.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
"UK Collectables, Ltd.              ",2118.5,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
Danish Wholesale Imports           ,2897.5,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Salzburg Collectables              ,1916.8,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
"Stylish Desk Decors, Co.           ",1860,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
Mini Gifts Distributors Ltd.       ,2624,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,2780.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Scandinavian Gift Ideas            ,3239.6,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
CAF Imports                        ,1824,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,1134,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Enaco Distributors                 ,1487.4,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Saveley & Henriot, Co.             ",2837.5,78.32.5555       ,Lyon           ,               ,France         ,69004       
Collectable Mini Designs Co.       ,1942.8,7605558146       ,San Diego      ,CA             ,USA            ,91217       
Tekni Collectables Inc.            ,2544.1,2015559350       ,Newark         ,NJ             ,USA            ,94019       
Land of Toys Inc.                  ,2568.2,2125557818       ,NYC            ,NY             ,USA            ,10022       
Qu‚bec Home Shopping Network       ,2108,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Petit Auto                         ,1372.1,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
"Royal Canadian Collectables, Ltd.  ",3540.2,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
Gifts4AllAges.com                  ,1958.8,6175559555       ,Boston         ,MA             ,USA            ,51003       
"AV Stores, Co.                     ",2700,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
La Rochelle Gifts                  ,2542,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Volvo Model Replicas, Co           ",2340,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
"Tokyo Collectables, Ltd            ",2816.4,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Euro+ Shopping Channel             ,3526.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Oulu Toy Supplies, Inc.            ",4627.9,981-443655       ,Oulu           ,               ,Finland        ,90110       
Mini Gifts Distributors Ltd.       ,1933.5,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Mini Gifts Distributors Ltd.       ,2600.1,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Gifts4AllAges.com                  ,2639.6,6175559555       ,Boston         ,MA             ,USA            ,51003       
Rovelli Gifts                      ,3313,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Australian Collectors, Co.         ",3863.9,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Euro+ Shopping Channel             ,1863.4,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Creations Ltd.                ,3946,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Euro+ Shopping Channel             ,4954.1,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Technics Stores Inc.               ,2762.2,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
West Coast Collectables Co.        ,3989.8,3105553722       ,Burbank        ,CA             ,USA            ,94019       
Osaka Souveniers Co.               ,1649.5,+81 06 6342 5555 ,Osaka          ,Osaka          ,Japan          ,530-0003    
"Australian Collectors, Co.         ",2534.8,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
"Royal Canadian Collectables, Ltd.  ",2580.2,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
The Sharp Gifts Warehouse          ,2831.5,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Euro+ Shopping Channel             ,3361.2,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
La Rochelle Gifts                  ,2864.3,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Norway Gifts By Mail, Co.          ",1994.9,+47 2212 1555    ,Oslo           ,               ,Norway         ,N 0106      
"Bavarian Collectables Imports, Co. ",4296.6,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
Mini Classics                      ,2224.9,9145554562       ,White Plains   ,NY             ,USA            ,24067       
giftsbymail.co.uk                  ,2795.1,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Rovelli Gifts                      ,2762.1,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Enaco Distributors                 ,2658,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
Gift Ideas Corp.                   ,5043.9,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Souveniers And Things Co.          ,1210.8,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
La Rochelle Gifts                  ,3029.2,40.67.8555       ,Nantes         ,               ,France         ,44000       
FunGiftIdeas.com                   ,10066.6,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
Reims Collectables                 ,4121.4,26.47.1555       ,Reims          ,               ,France         ,51100       
Tekni Collectables Inc.            ,1135.3,2015559350       ,Newark         ,NJ             ,USA            ,94019       
L'ordine Souveniers                ,2100.8,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Danish Wholesale Imports           ,2034.3,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"Dragon Souveniers, Ltd.            ",3027.8,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
Euro+ Shopping Channel             ,3104,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,3612.4,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,2711.9,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
FunGiftIdeas.com                   ,3014,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
CAF Imports                        ,2738.5,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,2832,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Super Scale Inc.                   ,4720,2035559545       ,New Haven      ,CT             ,USA            ,97823       
"Saveley & Henriot, Co.             ",3222,78.32.5555       ,Lyon           ,               ,France         ,69004       
Petit Auto                         ,2231,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
giftsbymail.co.uk                  ,2296.8,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Land of Toys Inc.                  ,4157.2,2125557818       ,NYC            ,NY             ,USA            ,10022       
Petit Auto                         ,2146.2,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
Mini Gifts Distributors Ltd.       ,3724.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Amica Models & Co.                 ,2084.8,011-4988555      ,Torino         ,               ,Italy          ,10100       
"AV Stores, Co.                     ",3488.8,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Heintze Collectables               ,1753.1,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
Danish Wholesale Imports           ,3469.2,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Classic Legends Inc.               ,2530.8,2125558493       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2924.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Tokyo Collectables, Ltd            ",4496.8,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Corporate Gift Ideas Co.           ,6397.4,6505551386       ,San Francisco  ,CA             ,USA            ,            
Alpha Cognac                       ,2577.6,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Gifts4AllAges.com                  ,3533.6,6175559555       ,Boston         ,MA             ,USA            ,51003       
Rovelli Gifts                      ,3177.3,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Salzburg Collectables              ,2730.1,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Gift Ideas Corp.                   ,1891.8,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Mini Creations Ltd.                ,2612.5,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
"Toys of Finland, Co.               ",2925.8,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Scandinavian Gift Ideas            ,2940,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
Alpha Cognac                       ,3293.2,61.77.6555       ,Toulouse       ,               ,France         ,31000       
"Double Decker Gift Stores, Ltd     ",2389.7,(171) 555-7555   ,London         ,               ,UK             ,WA1 1DP     
Enaco Distributors                 ,2172.5,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Men 'R' US Retailers, Ltd.         ",2927.4,2155554369       ,Los Angeles    ,CA             ,USA            ,            
Collectable Mini Designs Co.       ,2659.5,7605558146       ,San Diego      ,CA             ,USA            ,91217       
Cambridge Collectables Co.         ,3838,6175555555       ,Cambridge      ,MA             ,USA            ,51247       
Euro+ Shopping Channel             ,4142.2,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Collectables For Less Inc.         ,2172.5,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
"Royal Canadian Collectables, Ltd.  ",1882.8,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
"Bavarian Collectables Imports, Co. ",3477.9,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
"Classic Gift Ideas, Inc            ",3323.8,2155554695       ,Philadelphia   ,PA             ,USA            ,71270       
giftsbymail.co.uk                  ,4195.8,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Rovelli Gifts                      ,4156.6,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Tokyo Collectables, Ltd            ",3918.8,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Auto-Moto Classics Inc.            ,2352.7,6175558428       ,Brickhaven     ,MA             ,USA            ,58339       
Souveniers And Things Co.          ,1089.4,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
"Oulu Toy Supplies, Inc.            ",2701.1,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,2487,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Reims Collectables                 ,3910.3,26.47.1555       ,Reims          ,               ,France         ,51100       
The Sharp Gifts Warehouse          ,4038.8,4085553659       ,San Jose       ,CA             ,USA            ,94217       
"Australian Collectables, Ltd       ",3070.4,61-9-3844-6555   ,Glen Waverly   ,Victoria       ,Australia      ,3150        
Rovelli Gifts                      ,3763.5,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Australian Collectors, Co.         ",2584.8,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Gift Ideas Corp.                   ,4427.6,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Mini Creations Ltd.                ,2152,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
"Toys of Finland, Co.               ",2353.4,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Technics Stores Inc.               ,3431.4,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
Alpha Cognac                       ,1930.5,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Cruz & Sons Co.                    ,4774.6,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Osaka Souveniers Co.               ,2592.7,+81 06 6342 5555 ,Osaka          ,Osaka          ,Japan          ,530-0003    
Collectable Mini Designs Co.       ,3246.8,7605558146       ,San Diego      ,CA             ,USA            ,91217       
"Royal Canadian Collectables, Ltd.  ",3372.5,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
The Sharp Gifts Warehouse          ,3909.2,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Euro+ Shopping Channel             ,2994.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
La Rochelle Gifts                  ,4472.5,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Norway Gifts By Mail, Co.          ",4576.9,+47 2212 1555    ,Oslo           ,               ,Norway         ,N 0106      
"Bavarian Collectables Imports, Co. ",2441,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
Mini Classics                      ,3106.2,9145554562       ,White Plains   ,NY             ,USA            ,24067       
giftsbymail.co.uk                  ,2706.4,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Rovelli Gifts                      ,4021.5,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Enaco Distributors                 ,4826.2,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
Auto-Moto Classics Inc.            ,4935.3,6175558428       ,Brickhaven     ,MA             ,USA            ,58339       
Souveniers And Things Co.          ,2754.7,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
La Rochelle Gifts                  ,3856.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Euro+ Shopping Channel             ,3102.1,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Reims Collectables                 ,1908.7,26.47.1555       ,Reims          ,               ,France         ,51100       
Tekni Collectables Inc.            ,7543.8,2015559350       ,Newark         ,NJ             ,USA            ,94019       
L'ordine Souveniers                ,2457.2,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Danish Wholesale Imports           ,2038.9,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Salzburg Collectables              ,2499.3,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
"Stylish Desk Decors, Co.           ",3838.1,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
Mini Creations Ltd.                ,2644,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Boards & Toys Co.                  ,2315.9,3105552373       ,Glendale       ,CA             ,USA            ,92561       
Scandinavian Gift Ideas            ,3225.1,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
CAF Imports                        ,2451.8,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,2255,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Enaco Distributors                 ,3939.5,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Saveley & Henriot, Co.             ",3424.7,78.32.5555       ,Lyon           ,               ,France         ,69004       
Collectable Mini Designs Co.       ,2914.2,7605558146       ,San Diego      ,CA             ,USA            ,91217       
Tekni Collectables Inc.            ,2389.6,2015559350       ,Newark         ,NJ             ,USA            ,94019       
Land of Toys Inc.                  ,2428.5,2125557818       ,NYC            ,NY             ,USA            ,10022       
Qu‚bec Home Shopping Network       ,3021.5,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Petit Auto                         ,2610.7,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
"Royal Canadian Collectables, Ltd.  ",3091.2,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
Gifts4AllAges.com                  ,2576.2,6175559555       ,Boston         ,MA             ,USA            ,51003       
"AV Stores, Co.                     ",3232.3,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
giftsbymail.co.uk                  ,3573.6,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Danish Wholesale Imports           ,2022.5,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"Tokyo Collectables, Ltd            ",3717.5,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Euro+ Shopping Channel             ,2185.2,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Oulu Toy Supplies, Inc.            ",2883.5,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,5017.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Alpha Cognac                       ,1463,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Gifts4AllAges.com                  ,2352.6,6175559555       ,Boston         ,MA             ,USA            ,51003       
Baane Mini Imports                 ,4460.8,07-98 9555       ,Stavern        ,               ,Norway         ,4110        
"La Corne D'abondance, Co.          ",4758.2,(1) 42.34.2555   ,Paris          ,               ,France         ,75012       
"Corrida Auto Replicas, Ltd         ",4597.2,(91) 555 22 82   ,Madrid         ,               ,Spain          ,28023       
Technics Stores Inc.               ,4114.8,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
"Dragon Souveniers, Ltd.            ",2104,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
Mini Auto Werke                    ,3195.3,7675-3555        ,Graz           ,               ,Austria        ,8010        
"Stylish Desk Decors, Co.           ",3611.2,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
"Classic Gift Ideas, Inc            ",2000.8,2155554695       ,Philadelphia   ,PA             ,USA            ,71270       
"Saveley & Henriot, Co.             ",2314.3,78.32.5555       ,Lyon           ,               ,France         ,69004       
Canadian Gift Exchange Network     ,3871.9,(604) 555-3392   ,Vancouver      ,BC             ,Canada         ,V3F 2K1     
Handji Gifts& Co                   ,2728,+65 224 1555     ,Singapore      ,               ,Singapore      ,069045      
Mini Gifts Distributors Ltd.       ,5614,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Super Scale Inc.                   ,4628.8,2035559545       ,New Haven      ,CT             ,USA            ,97823       
"Tokyo Collectables, Ltd            ",3641.4,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Souveniers And Things Co.          ,4048,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
Diecast Classics Inc.              ,2321.5,2155551555       ,Allentown      ,PA             ,USA            ,70267       
Scandinavian Gift Ideas            ,3257,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
Auto Associ‚s & Cie.               ,4208,30.59.8555       ,Versailles     ,               ,France         ,78000       
Canadian Gift Exchange Network     ,2973.9,(604) 555-3392   ,Vancouver      ,BC             ,Canada         ,V3F 2K1     
Vitachrome Inc.                    ,4248.3,2125551500       ,NYC            ,NY             ,USA            ,10022       
"La Corne D'abondance, Co.          ",9558.8,(1) 42.34.2555   ,Paris          ,               ,France         ,75012       
"Corrida Auto Replicas, Ltd         ",2650.6,(91) 555 22 82   ,Madrid         ,               ,Spain          ,28023       
Euro+ Shopping Channel             ,3761.4,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,4301.3,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Mini Gifts Distributors Ltd.       ,1864.6,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Qu‚bec Home Shopping Network       ,3576.8,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Euro+ Shopping Channel             ,3722.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Rovelli Gifts                      ,3986.6,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Australian Collectors, Co.         ",3417.1,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Euro+ Shopping Channel             ,2691.1,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Toys4GrownUps.com                  ,2752.6,6265557265       ,Pasadena       ,CA             ,USA            ,90003       
Technics Stores Inc.               ,4527.7,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
Herkku Gifts                       ,3957.1,+47 2267 3215    ,Bergen         ,               ,Norway         ,N 5804      
Osaka Souveniers Co.               ,2818,+81 06 6342 5555 ,Osaka          ,Osaka          ,Japan          ,530-0003    
"Australian Collectors, Co.         ",3199.9,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
"Royal Canadian Collectables, Ltd.  ",2402.8,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
The Sharp Gifts Warehouse          ,6055.7,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Gift Depot Inc.                    ,5465.2,2035552570       ,Bridgewater    ,CT             ,USA            ,97562       
La Rochelle Gifts                  ,6378.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Marta's Replicas Co.               ,5392.8,6175558555       ,Cambridge      ,MA             ,USA            ,51247       
"Clover Collections, Co.            ",3986.5,+353 1862 1555   ,Dublin         ,               ,Ireland        ,2           
Mini Classics                      ,4009.2,9145554562       ,White Plains   ,NY             ,USA            ,24067       
Diecast Classics Inc.              ,7119,2155551555       ,Allentown      ,PA             ,USA            ,70267       
Rovelli Gifts                      ,4072.2,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Enaco Distributors                 ,4094.5,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
Gift Ideas Corp.                   ,3302.4,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Souveniers And Things Co.          ,3186.5,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
La Rochelle Gifts                  ,1668.2,40.67.8555       ,Nantes         ,               ,France         ,44000       
FunGiftIdeas.com                   ,7154.5,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
Reims Collectables                 ,2810.8,26.47.1555       ,Reims          ,               ,France         ,51100       
Tekni Collectables Inc.            ,2018.3,2015559350       ,Newark         ,NJ             ,USA            ,94019       
L'ordine Souveniers                ,5642.8,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Rovelli Gifts                      ,3273.6,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Australian Collectors, Co.         ",3268,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Mini Creations Ltd.                ,2688,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
"Toys of Finland, Co.               ",3715.2,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Technics Stores Inc.               ,4608,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
West Coast Collectables Co.        ,3131.2,3105553722       ,Burbank        ,CA             ,USA            ,94019       
Osaka Souveniers Co.               ,2678.4,+81 06 6342 5555 ,Osaka          ,Osaka          ,Japan          ,530-0003    
"Australian Collectors, Co.         ",1747.2,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
"Royal Canadian Collectables, Ltd.  ",2944,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
The Sharp Gifts Warehouse          ,2956.8,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Euro+ Shopping Channel             ,2052,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
La Rochelle Gifts                  ,3164.8,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Norway Gifts By Mail, Co.          ",1740,+47 2212 1555    ,Oslo           ,               ,Norway         ,N 0106      
"Bavarian Collectables Imports, Co. ",1777.6,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
Mini Classics                      ,1831.2,9145554562       ,White Plains   ,NY             ,USA            ,24067       
giftsbymail.co.uk                  ,3609.6,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Rovelli Gifts                      ,2112,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Salzburg Collectables              ,3644.1,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Gift Ideas Corp.                   ,3523.8,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Souveniers And Things Co.          ,5001.9,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
La Rochelle Gifts                  ,5208.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Euro+ Shopping Channel             ,3018.9,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Reims Collectables                 ,1902.4,26.47.1555       ,Reims          ,               ,France         ,51100       
Tekni Collectables Inc.            ,7084,2015559350       ,Newark         ,NJ             ,USA            ,94019       
L'ordine Souveniers                ,2620.8,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Danish Wholesale Imports           ,3164.5,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Enaco Distributors                 ,4219.2,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Stylish Desk Decors, Co.           ",3828.3,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
Mini Gifts Distributors Ltd.       ,2335,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,4407.5,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Scandinavian Gift Ideas            ,2812.8,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
CAF Imports                        ,4055,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,3891.7,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Enaco Distributors                 ,2488.3,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Saveley & Henriot, Co.             ",4447.4,78.32.5555       ,Lyon           ,               ,France         ,69004       
Collectable Mini Designs Co.       ,4187.2,7605558146       ,San Diego      ,CA             ,USA            ,91217       
giftsbymail.co.uk                  ,4615.7,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
