@relation NewRelation
@attribute Class numeric
@attribute 'Component #' numeric
@attribute Support numeric
@attribute Measure numeric
@attribute Prior_Measure numeric
@attribute Measure_Desc {F_Vx,F_Vy,F_Vz,Missing,NF_Ax,NF_Ay,NF_Az,NF_Vx,NF_Vy,NF_Vz}
@attribute RPM numeric
@data
2,40,2,1.1,0,F_Vz,1500
2,41,1,0.3,0,F_Vx,1500
2,42,1,0.3,0,F_Vy,1500
2,43,2,1.4,0,F_Vz,1500
2,44,4,1.6,0,F_Vx,1500
2,45,4,1.1,0,F_Vy,1500
2,46,4,1.4,0,F_Vz,1500
2,47,2,2.5,0,F_Vy,1500
2,50,3,0.3,0,F_Vz,1500
2,51,3,0.6,0,F_Vy,1500
2,52,3,0.9,0,F_Vx,1500
2,53,1,3.8,0,Missing,1500
2,20,1,1.3,0,F_Vy,1500
2,21,2,0.3,0,F_Vx,1500
2,22,2,1.4,0,F_Vy,1500
2,23,2,0.8,0,F_Vz,1500
2,24,2,0.5,0,F_Vx,1500
2,27,3,2.7,0,F_Vy,1500
2,30,3,2.8,0,F_Vx,1500
2,31,3,1.6,0,F_Vy,1500
2,32,4,0.2,0,F_Vz,1500
2,33,4,0.5,0,F_Vy,1500
2,34,4,0.3,0,F_Vz,1500
2,35,4,0.5,0,F_Vx,1500
2,36,4,1.4,0,F_Vy,1500
2,37,4,0.6,0,F_Vy,1500
2,40,4,0.5,0,F_Vz,1500
2,41,1,0.9,0,F_Vx,1500
2,42,1,0.3,0,F_Vy,1500
2,44,4,0.9,0,F_Vy,1500
2,45,1,0.7,0,F_Vx,1500
2,46,1,1.2,0,F_Vy,1500
2,47,1,0.5,0,F_Vx,1500
2,51,2,0.3,0,F_Vy,1500
2,52,2,0.3,0,F_Vz,1500
2,53,2,0.5,0,F_Vy,1500
2,54,2,0.5,0,F_Vz,1500
2,55,2,0.8,0,F_Vx,1500
2,58,2,0.5,0,F_Vy,1500
2,59,2,0.4,0,F_Vy,1500
2,61,3,4.5,0,Missing,1500
1,0,2,7,0,NF_Ax,3000
1,1,2,5.5,0,NF_Ay,3000
1,2,2,5,0,NF_Az,3000
1,3,2,2.5,0,NF_Vx,3000
1,4,2,1.8,0,NF_Vy,3000
1,5,2,2.5,0,NF_Vz,3000
1,6,4,8.5,0,NF_Ax,3000
1,7,4,6,0,NF_Ay,3000
1,8,4,2.2,0,NF_Vx,3000
1,9,4,4.5,0,NF_Vy,3000
1,10,3,53,0,NF_Ax,3000
1,11,3,33,0,NF_Ay,3000
1,12,3,40,0,NF_Az,3000
1,13,3,11,0,NF_Vx,3000
1,14,3,6.4,0,NF_Vy,3000
1,15,3,8,0,NF_Vz,3000
1,16,1,7,0,NF_Ax,3000
1,17,1,3,0,NF_Ay,3000
1,18,1,3.4,0,NF_Vx,3000
1,19,1,2.3,0,NF_Vy,3000
1,20,2,0.5,0,F_Vz,3000
1,21,3,0.6,0,F_Vy,3000
1,22,3,3.5,0,F_Vx,3000
1,23,3,2,0,F_Vy,3000
1,24,3,4.5,0,F_Vz,3000
1,25,4,1.3,0,F_Vx,3000
1,26,4,0.7,0,F_Vy,3000
1,27,4,0.8,0,F_Vx,3000
1,28,4,0.9,0,F_Vy,3000
1,29,4,0.4,0,F_Vx,3000
1,30,4,2.5,0,F_Vy,3000
1,31,2,1.6,0,F_Vx,3000
1,32,2,0.8,0,F_Vx,3000
1,33,2,0.5,0,F_Vx,3000
1,34,2,0.8,0,F_Vy,3000
1,35,2,0.4,0,F_Vz,3000
1,36,2,0.6,0,F_Vy,3000
1,37,2,1.8,0,F_Vz,3000
1,38,1,0.2,0,F_Vx,3000
1,39,1,0.8,0,F_Vx,3000
1,40,1,0.3,0,F_Vy,3000
1,41,1,2,0,F_Vx,3000
1,42,1,0.8,0,F_Vx,3000
1,43,1,0.4,0,F_Vy,3000
1,44,2,1,0,F_Vx,3000
1,45,1,0.9,0,F_Vx,3000
1,46,4,0.8,0,F_Vx,3000
1,47,1,0.7,0,F_Vx,3000
1,48,1,1.6,0,F_Vy,3000
1,49,3,7,0,F_Vx,3000
1,50,3,4,0,F_Vy,3000
1,51,3,6,0,F_Vz,3000
1,52,3,2,0,F_Vx,3000
1,53,3,1.6,0,F_Vy,3000
1,54,3,7,0,Missing,3000
2,0,2,8.5,0,NF_Ax,1500
2,1,2,6.5,0,NF_Ay,1500
2,2,2,6.5,0,NF_Az,1500
2,3,2,6.5,0,NF_Vx,1500
2,4,2,6,0,NF_Vy,1500
2,5,2,5,0,NF_Vz,1500
2,6,3,9,0,NF_Ax,1500
2,7,3,10,0,NF_Ay,1500
2,8,3,3.5,0,NF_Az,1500
2,9,3,6.5,0,NF_Vx,1500
2,10,3,10,0,NF_Vy,1500
2,11,3,3.5,0,NF_Vz,1500
2,12,1,3.5,0,NF_Ax,1500
2,13,1,3.5,0,NF_Ay,1500
2,14,1,2.5,0,NF_Vx,1500
2,15,1,1.7,0,NF_Vy,1500
2,16,4,5,0,NF_Ax,1500
2,17,4,4.5,0,NF_Ay,1500
2,18,4,4.5,0,NF_Az,1500
2,19,4,3.5,0,NF_Vx,1500
2,20,4,5.6,0,NF_Vy,1500
2,21,4,6.5,0,NF_Vz,1500
2,22,1,0.4,0,F_Vy,1500
2,23,4,3.5,0,F_Vy,1500
2,24,4,3.5,0,F_Vz,1500
2,25,1,1.8,0,F_Vx,1500
2,26,1,1.2,0,F_Vx,1500
2,27,1,0.9,0,F_Vy,1500
2,28,1,0.6,0,F_Vy,1500
2,29,1,0.2,0,F_Vx,1500
2,30,2,0.7,0,F_Vx,1500
2,31,2,6,0,F_Vx,1500
2,32,2,1.2,0,F_Vy,1500
2,33,2,3.5,0,F_Vz,1500
2,34,2,1.1,0,F_Vx,1500
2,35,2,4.5,0,F_Vy,1500
2,36,2,1.6,0,F_Vz,1500
2,37,3,4,0,F_Vx,1500
2,38,3,4.5,0,F_Vy,1500
2,39,3,3.2,0,F_Vx,1500
2,40,3,2.5,0,F_Vz,1500
2,41,3,3.5,0,F_Vy,1500
2,42,1,0.7,0,F_Vx,1500
2,43,4,1.2,0,F_Vx,1500
2,44,4,1,0,F_Vy,1500
2,45,4,0.7,0,F_Vz,1500
2,46,4,0.8,0,F_Vz,1500
2,47,4,1.6,0,F_Vx,1500
2,48,4,1.7,0,F_Vx,1500
2,49,2,6,0,Missing,1500
2,0,1,4.5,0,NF_Ax,1500
2,1,1,3.5,0,NF_Ay,1500
2,2,1,1.6,0,NF_Vx,1500
2,3,1,1.1,0,NF_Vy,1500
2,4,2,4.5,0,NF_Ax,1500
2,5,2,5.5,0,NF_Ay,1500
2,6,2,2.8,0,NF_Az,1500
2,7,2,2,0,NF_Vx,1500
2,8,2,1.6,0,NF_Vy,1500
2,9,2,1.6,0,NF_Vz,1500
2,10,3,2.5,0,NF_Ax,1500
2,11,3,3.5,0,NF_Ay,1500
2,12,3,2.5,0,NF_Vx,1500
2,13,3,2.2,0,NF_Vy,1500
2,14,4,3.5,0,NF_Ax,1500
2,15,4,6,0,NF_Ay,1500
2,16,4,4.5,0,NF_Az,1500
2,17,4,2,0,NF_Vx,1500
2,18,4,5.5,0,NF_Vy,1500
2,19,4,4,0,NF_Vz,1500
2,20,1,0.3,0,F_Vx,1500
2,21,3,0.8,0,F_Vx,1500
2,22,3,1,0,F_Vy,1500
2,23,4,0.5,0,F_Vx,1500
2,24,4,0.9,0,F_Vz,1500
2,25,4,0.9,0,F_Vx,1500
2,26,4,3,0,F_Vy,1500
2,27,4,2.2,0,F_Vz,1500
2,28,4,2.2,0,F_Vz,1500
2,29,1,0.4,0,F_Vy,1500
2,30,1,0.7,0,F_Vx,1500
2,31,1,0.5,0,F_Vy,1500
2,32,1,1,0,F_Vx,1500
2,33,2,0.3,0,F_Vx,1500
2,34,2,0.6,0,F_Vy,1500
2,35,2,1.2,0,F_Vx,1500
2,36,2,0.5,0,F_Vx,1500
2,37,2,0.7,0,F_Vy,1500
2,38,2,0.5,0,F_Vz,1500
2,39,2,0.7,0,F_Vx,1500
2,40,1,0.3,0,F_Vy,1500
2,41,2,0.7,0,F_Vy,1500
2,42,2,0.7,0,F_Vz,1500
2,43,4,1.1,0,F_Vx,1500
2,44,4,2.2,0,F_Vy,1500
2,45,3,0.5,0,F_Vx,1500
2,46,3,0.6,0,F_Vy,1500
2,47,3,0.6,0,F_Vx,1500
2,48,3,0.9,0,F_Vy,1500
2,49,4,3,0,Missing,1500
2,0,1,3.5,0,NF_Ax,1500
2,1,1,4.5,0,NF_Ay,1500
2,2,1,1.6,0,NF_Vx,1500
2,3,1,0.7,0,NF_Vy,1500
2,4,2,13.5,0,NF_Ax,1500
2,5,2,13,0,NF_Ay,1500
2,6,2,5.5,0,NF_Az,1500
2,7,2,1.8,0,NF_Vx,1500
2,8,2,1.6,0,NF_Vy,1500
2,9,2,1.2,0,NF_Vz,1500
2,10,3,19,0,NF_Ax,1500
2,11,3,22.5,0,NF_Ay,1500
2,12,3,7.5,0,NF_Az,1500
2,13,3,4.5,0,NF_Vx,1500
2,14,3,6.5,0,NF_Vy,1500
2,15,3,3.5,0,NF_Vz,1500
2,16,4,5.5,0,NF_Ax,1500
2,17,4,11,0,NF_Ay,1500
2,18,4,6.5,0,NF_Az,1500
2,19,4,1.4,0,NF_Vx,1500
2,20,4,4,0,NF_Vy,1500
2,21,4,0.8,0,NF_Vz,1500
2,22,1,0.8,0,F_Vx,1500
2,23,4,1.4,0,F_Vy,1500
2,24,4,0.8,0,F_Vx,1500
2,25,2,1,0,F_Vx,1500
2,26,2,1,0,F_Vy,1500
2,27,2,0.4,0,F_Vz,1500
2,28,2,0.4,0,F_Vz,1500
2,29,2,0.7,0,F_Vx,1500
2,30,1,0.6,0,F_Vx,1500
2,31,2,0.3,0,F_Vz,1500
2,32,4,3.5,0,F_Vy,1500
2,33,2,0.5,0,F_Vy,1500
2,34,3,1.2,0,F_Vx,1500
2,35,3,1.5,0,F_Vy,1500
2,36,3,0.5,0,F_Vz,1500
2,37,3,2.8,0,F_Vy,1500
2,38,3,1.9,0,F_Vx,1500
2,39,3,0.8,0,F_Vz,1500
2,40,3,4.2,0,F_Vy,1500
2,41,3,2.5,0,F_Vz,1500
2,42,3,2.5,0,F_Vx,1500
2,43,3,1.8,0,F_Vy,1500
2,44,4,0.4,0,F_Vx,1500
2,45,4,0.6,0,F_Vy,1500
2,46,4,0.8,0,F_Vx,1500
2,47,3,4.2,0,Missing,1500
2,0,2,12,0,NF_Ax,1500
2,1,2,16,0,NF_Ay,1500
2,2,2,5.5,0,NF_Az,1500
2,3,2,1.9,0,NF_Vx,1500
2,4,2,1.7,0,NF_Vy,1500
2,5,2,1.2,0,NF_Vz,1500
2,6,3,20,0,NF_Ax,1500
2,7,3,22,0,NF_Ay,1500
2,8,3,7,0,NF_Az,1500
2,9,3,4.5,0,NF_Vx,1500
2,10,3,5.8,0,NF_Vy,1500
2,11,3,2.6,0,NF_Vz,1500
2,12,1,3.5,0,NF_Ax,1500
2,13,1,4.5,0,NF_Ay,1500
2,14,1,1.3,0,NF_Vx,1500
2,15,1,0.8,0,NF_Vy,1500
2,16,4,5.5,0,NF_Ax,1500
2,17,4,11,0,NF_Ay,1500
2,18,4,5,0,NF_Az,1500
2,19,4,1.2,0,NF_Vx,1500
2,20,4,4.4,0,NF_Vy,1500
2,21,4,0.8,0,NF_Vz,1500
2,22,2,0.4,0,F_Vx,1500
2,23,2,0.4,0,F_Vy,1500
2,24,2,0.4,0,F_Vz,1500
2,25,2,0.4,0,F_Vy,1500
2,26,2,0.5,0,F_Vx,1500
2,27,2,0.7,0,F_Vx,1500
2,28,2,0.5,0,F_Vz,1500
2,29,3,1.6,0,F_Vx,1500
2,30,3,1.7,0,F_Vy,1500
2,31,3,0.5,0,F_Vz,1500
2,32,3,1.5,0,F_Vy,1500
2,33,2,1,0,F_Vx,1500
2,34,2,1,0,F_Vy,1500
2,35,2,0.4,0,F_Vz,1500
2,36,3,2.2,0,F_Vy,1500
2,37,4,3.2,0,F_Vy,1500
2,38,3,1.9,0,F_Vx,1500
2,39,3,2.2,0,F_Vx,1500
2,40,3,0.9,0,F_Vz,1500
2,41,3,2.5,0,F_Vy,1500
2,42,3,1.9,0,F_Vz,1500
2,43,4,0.8,0,F_Vy,1500
2,44,4,1.1,0,F_Vy,1500
2,45,4,3.2,0,Missing,1500
2,0,2,13.5,0,NF_Ax,1500
2,1,2,15,0,NF_Ay,1500
2,2,2,6.5,0,NF_Az,1500
2,3,2,1.9,0,NF_Vx,1500
2,4,2,1.9,0,NF_Vy,1500
2,5,2,1.2,0,NF_Vz,1500
2,6,1,4.2,0,NF_Ax,1500
2,7,1,5,0,NF_Ay,1500
2,8,1,1.7,0,NF_Vx,1500
2,9,1,0.8,0,NF_Vy,1500
2,10,3,22.5,0,NF_Ax,1500
2,11,3,23,0,NF_Ay,1500
2,12,3,4,0,NF_Vx,1500
2,13,3,7.7,0,NF_Vy,1500
2,14,4,4.8,0,NF_Ax,1500
2,15,4,10,0,NF_Ay,1500
2,16,4,6,0,NF_Az,1500
2,17,4,1.4,0,NF_Vx,1500
2,18,4,2.9,0,NF_Vy,1500
2,19,4,2.5,0,NF_Vz,1500
2,20,2,0.3,0,F_Vx,1500
2,21,2,0.4,0,F_Vy,1500
2,22,1,0.2,0,F_Vx,1500
2,23,1,0.5,0,F_Vx,1500
2,24,1,0.7,0,F_Vx,1500
2,25,1,0.8,0,F_Vx,1500
2,26,4,0.3,0,F_Vx,1500
2,27,4,0.8,0,F_Vy,1500
2,28,4,0.5,0,F_Vz,1500
2,29,4,0.3,0,F_Vy,1500
2,30,4,0.6,0,F_Vx,1500
2,31,4,1.4,0,F_Vy,1500
2,32,4,1.4,0,F_Vz,1500
2,33,4,0.6,0,F_Vx,1500
2,34,4,1.8,0,F_Vy,1500
2,35,4,1.6,0,F_Vz,1500
2,36,2,0.5,0,F_Vy,1500
2,37,2,0.5,0,F_Vz,1500
2,38,2,0.7,0,F_Vx,1500
2,39,2,0.6,0,F_Vx,1500
2,40,2,1,0,F_Vx,1500
2,41,2,1.1,0,F_Vy,1500
2,42,2,0.4,0,F_Vz,1500
2,43,2,0.6,0,F_Vx,1500
2,44,4,0.5,0,F_Vy,1500
2,45,4,0.8,0,F_Vz,1500
2,46,2,0.2,0,F_Vx,1500
2,47,2,0.5,0,F_Vy,1500
2,48,2,0.3,0,F_Vz,1500
2,49,3,1.5,0,F_Vx,1500
2,50,3,1.6,0,F_Vy,1500
2,51,3,0.4,0,F_Vx,1500
2,52,3,0.9,0,F_Vy,1500
2,53,3,2.8,0,F_Vx,1500
2,54,3,2.6,0,F_Vy,1500
2,55,3,3.5,0,F_Vy,1500
2,56,3,2.1,0,F_Vy,1500
2,57,3,0.5,0,F_Vx,1500
2,58,3,0.7,0,F_Vy,1500
2,59,3,0.9,0,F_Vx,1500
2,60,3,3.5,0,Missing,1500
2,20,1,0.7,0,F_Vx,1500
2,21,4,0.8,0,F_Vx,1500
2,22,4,0.9,0,F_Vy,1500
2,23,4,0.9,0,F_Vz,1500
2,27,2,1.3,0,F_Vx,1500
2,28,2,0.5,0,F_Vy,1500
2,31,3,1,0,F_Vx,1500
2,32,3,0.9,0,F_Vx,1500
2,33,3,0.9,0,F_Vx,1500
2,34,3,0.9,0,F_Vx,1500
2,36,3,2.5,0,F_Vy,1500
2,37,3,1,0,F_Vx,1500
2,38,4,0.2,0,F_Vx,1500
2,39,4,0.3,0,F_Vz,1500
2,40,1,1.4,0,F_Vx,1500
2,41,4,0.9,0,F_Vx,1500
2,42,4,0.8,0,F_Vx,1500
2,43,4,2.6,0,F_Vy,1500
2,44,4,0.8,0,F_Vz,1500
2,45,4,2.6,0,Missing,1500
3,16,2,0.5,0,F_Vx,3000
3,17,4,0.9,0,F_Vz,3000
3,18,4,1.4,0,F_Vx,3000
3,20,1,1.9,0,F_Vx,3000
3,21,1,0.7,0,F_Vy,3000
3,22,1,0.4,0,F_Vy,3000
3,29,1,0.5,0,F_Vx,3000
3,31,1,0.8,0,F_Vx,3000
3,33,2,0.7,0,F_Vz,3000
3,41,3,0.5,0,F_Vz,3000
3,42,3,1.3,0,F_Vx,3000
3,43,3,0.9,0,F_Vz,3000
3,44,3,1.1,0,F_Vx,3000
3,45,4,0.4,0,F_Vx,3000
3,51,4,0.8,0,F_Vz,3000
3,52,4,0.7,0,F_Vx,3000
3,53,3,8.5,0,Missing,3000
3,0,2,10.5,0,NF_Ax,3000
3,1,2,5.5,0,NF_Ay,3000
3,2,2,5,0,NF_Az,3000
3,3,2,3.4,0,NF_Vx,3000
3,4,2,2.1,0,NF_Vy,3000
3,5,2,2.3,0,NF_Vz,3000
3,6,3,19,0,NF_Ax,3000
3,7,3,4.5,0,NF_Ay,3000
3,8,3,7.5,0,NF_Vx,3000
3,9,3,2.5,0,NF_Vy,3000
3,10,1,10,0,NF_Ax,3000
3,11,1,4.5,0,NF_Ay,3000
3,12,1,3.2,0,NF_Vx,3000
3,13,1,1.4,0,NF_Vy,3000
3,14,4,9,0,NF_Ax,3000
3,15,4,5.5,0,NF_Az,3000
3,16,4,3.5,0,NF_Vx,3000
3,17,4,3.2,0,NF_Vz,3000
3,18,1,0.5,0,F_Vx,3000
3,19,4,0.5,0,F_Vx,3000
3,20,4,0.6,0,F_Vz,3000
3,21,1,3,0,F_Vx,3000
3,22,4,1.1,0,F_Vx,3000
3,23,4,2.4,0,F_Vx,3000
3,24,4,1,0,F_Vz,3000
3,25,4,2.5,0,F_Vz,3000
3,26,4,0.5,0,F_Vx,3000
3,27,2,0.5,0,F_Vx,3000
3,28,2,0.4,0,F_Vz,3000
3,29,2,3,0,F_Vx,3000
3,30,2,1.1,0,F_Vy,3000
3,31,2,1.1,0,F_Vz,3000
3,32,3,1.3,0,F_Vx,3000
3,33,3,0.2,0,F_Vy,3000
3,34,3,2,0,F_Vx,3000
3,35,3,0.8,0,F_Vy,3000
3,36,3,5.5,0,F_Vx,3000
3,37,3,1.2,0,F_Vy,3000
3,38,3,1.1,0,F_Vy,3000
3,39,3,1.1,0,F_Vx,3000
3,40,3,1.1,0,F_Vy,3000
3,41,3,5.5,0,Missing,3000
3,0,2,12.5,0,NF_Ax,3000
3,1,2,14,0,NF_Az,3000
3,2,2,4.5,0,NF_Vx,3000
3,3,2,5.5,0,NF_Vz,3000
3,4,3,37.5,0,NF_Ax,3000
3,5,3,22.5,0,NF_Ay,3000
3,6,3,7.5,0,NF_Az,3000
3,7,3,13,0,NF_Vx,3000
3,8,3,9.5,0,NF_Vy,3000
3,9,3,3.5,0,NF_Vz,3000
3,10,4,0.5,0,NF_Ax,3000
3,11,4,0.5,0,NF_Ay,3000
3,12,4,0.5,0,NF_Az,3000
3,13,4,0.2,0,NF_Vx,3000
3,14,4,0.2,0,NF_Vy,3000
3,15,4,0.2,0,NF_Vz,3000
3,16,1,0.5,0,NF_Ax,3000
3,17,1,0.5,0,NF_Ay,3000
3,18,1,0.5,0,NF_Az,3000
3,19,1,0.2,0,NF_Vx,3000
3,20,1,0.2,0,NF_Vy,3000
3,21,1,0.2,0,NF_Vz,3000
3,22,3,2.8,0,F_Vx,3000
3,23,3,1.2,0,F_Vy,3000
3,24,3,1.8,0,F_Vx,3000
3,25,3,1.8,0,F_Vy,3000
3,26,3,1.1,0,F_Vz,3000
3,27,2,2,0,F_Vx,3000
3,28,2,1.6,0,F_Vz,3000
3,29,2,2.2,0,F_Vx,3000
3,30,2,4.5,0,F_Vz,3000
3,31,2,0.8,0,F_Vx,3000
3,32,2,0.8,0,F_Vz,3000
3,33,4,0.5,0,F_Vx,3000
3,34,4,0.5,0,F_Vy,3000
3,35,4,0.5,0,F_Vz,3000
3,36,3,3.5,0,F_Vx,3000
3,37,3,1.8,0,F_Vy,3000
3,38,3,0.8,0,F_Vz,3000
3,39,3,2.5,0,F_Vx,3000
3,40,3,2.8,0,F_Vy,3000
3,41,3,0.7,0,F_Vz,3000
3,42,1,0.5,0,F_Vx,3000
3,43,1,0.5,0,F_Vy,3000
3,44,1,0.5,0,F_Vz,3000
3,45,3,3.5,0,F_Vx,3000
3,46,3,2.5,0,F_Vy,3000
3,47,3,1,0,F_Vz,3000
3,48,2,1.8,0,F_Vz,3000
3,49,2,1.2,0,F_Vx,3000
3,50,2,0.9,0,F_Vx,3000
3,51,2,4.5,0,Missing,3000
1,0,1,15,0,NF_Ax,1500
1,1,1,23,0,NF_Ay,1500
1,2,1,2.6,0,NF_Vx,1500
1,3,1,2.1,0,NF_Vy,1500
1,4,3,56,0,NF_Ax,1500
1,5,3,20,0,NF_Ay,1500
1,6,3,5.4,0,NF_Vx,1500
1,7,3,3.2,0,NF_Vy,1500
1,8,2,44,0,NF_Ax,1500
1,9,2,42,0,NF_Ay,1500
1,10,2,21.5,0,NF_Az,1500
1,11,2,3.8,0,NF_Vx,1500
1,12,2,3.8,0,NF_Vy,1500
1,13,2,2.3,0,NF_Vz,1500
1,14,4,22,0,NF_Ax,1500
1,15,4,4.5,0,NF_Ay,1500
1,16,4,18,0,NF_Az,1500
1,17,4,2.7,0,NF_Vx,1500
1,18,4,2.7,0,NF_Vy,1500
1,19,4,2.6,0,NF_Vz,1500
1,20,2,0.7,0,F_Vz,1500
1,21,4,1.5,0,F_Vx,1500
1,22,4,0.3,0,F_Vy,1500
1,23,4,1.3,0,F_Vz,1500
1,24,3,1.9,0,F_Vx,1500
1,25,4,0.7,0,F_Vx,1500
1,26,4,1.7,0,F_Vz,1500
1,27,4,1.9,0,F_Vy,1500
1,28,2,0.5,0,F_Vx,1500
1,29,2,0.8,0,F_Vy,1500
1,30,2,0.6,0,F_Vx,1500
1,31,2,0.6,0,F_Vy,1500
1,32,2,0.7,0,F_Vx,1500
1,33,2,0.3,0,F_Vz,1500
1,34,2,0.4,0,F_Vy,1500
1,35,2,0.5,0,F_Vz,1500
1,36,2,3,0,F_Vx,1500
1,37,2,3.2,0,F_Vy,1500
1,38,2,1.6,0,F_Vz,1500
1,39,1,0.5,0,F_Vx,1500
1,40,3,4,0,F_Vx,1500
1,41,3,1.5,0,F_Vy,1500
1,42,1,0.8,0,F_Vx,1500
1,43,4,0.7,0,F_Vx,1500
1,44,1,0.8,0,F_Vx,1500
1,45,1,0.7,0,F_Vx,1500
1,46,1,0.5,0,F_Vy,1500
1,47,1,0.3,0,F_Vy,1500
1,48,1,0.9,0,F_Vx,1500
1,49,1,1.6,0,F_Vy,1500
1,50,3,2.1,0,F_Vy,1500
1,51,3,4,0,Missing,1500
3,21,4,0.3,0,F_Vx,3000
3,24,2,1.6,0,F_Vz,3000
3,25,2,1.6,0,F_Vx,3000
3,26,2,2.4,0,F_Vy,3000
3,27,2,1.8,0,F_Vz,3000
3,28,2,1.9,0,F_Vy,3000
3,29,2,0.9,0,F_Vz,3000
3,30,2,0.6,0,F_Vx,3000
3,31,2,1,0,F_Vy,3000
3,32,3,0.7,0,F_Vx,3000
3,33,3,0.6,0,F_Vy,3000
3,34,3,0.6,0,F_Vz,3000
3,35,3,0.5,0,F_Vx,3000
3,36,3,0.5,0,F_Vx,3000
3,37,3,0.3,0,F_Vz,3000
3,38,3,0.5,0,F_Vx,3000
3,39,3,0.4,0,F_Vy,3000
3,40,3,0.6,0,F_Vz,3000
3,41,3,0.6,0,F_Vx,3000
3,43,3,1.1,0,F_Vy,3000
3,45,3,1.5,0,F_Vy,3000
3,46,4,0.3,0,F_Vx,3000
3,47,4,0.4,0,F_Vx,3000
3,50,1,1.9,0,F_Vx,3000
3,51,1,1.9,0,F_Vy,3000
3,52,1,1.4,0,F_Vx,3000
3,53,1,1.9,0,F_Vy,3000
3,56,1,2.7,0,F_Vx,3000
3,57,4,0.4,0,F_Vx,3000
3,58,1,1.8,0,F_Vy,3000
3,59,1,1.2,0,F_Vx,3000
3,60,1,1.4,0,F_Vy,3000
3,61,1,0.7,0,F_Vz,3000
3,62,1,0.5,0,F_Vy,3000
3,65,2,0.5,0,F_Vz,3000
3,70,2,2,0,F_Vx,3000
3,71,2,3.5,0,F_Vy,3000
3,72,2,2.5,0,F_Vz,3000
3,73,2,1.2,0,F_Vx,3000
3,75,2,1.2,0,F_Vz,3000
3,76,2,3.5,0,Missing,3000
3,0,1,6,0,NF_Ax,3000
3,1,1,2.1,0,NF_Vx,3000
3,2,2,9,0,NF_Ax,3000
3,3,2,4.5,0,NF_Az,3000
3,4,2,3.2,0,NF_Vx,3000
3,5,2,1.8,0,NF_Vz,3000
3,6,3,47.5,0,NF_Ax,3000
3,7,3,29,0,NF_Ay,3000
3,8,3,15,0,NF_Az,3000
3,9,3,13.5,0,NF_Vx,3000
3,10,3,9.5,0,NF_Vy,3000
3,11,3,5.8,0,NF_Vz,3000
3,12,4,32,0,NF_Ax,3000
3,13,4,10.5,0,NF_Vx,3000
3,14,1,1.1,0,F_Vx,3000
3,15,3,0.6,0,F_Vy,3000
3,16,3,0.9,0,F_Vx,3000
3,17,3,0.6,0,F_Vz,3000
3,18,4,0.7,0,F_Vx,3000
3,19,4,9.2,0,F_Vx,3000
3,20,4,2.8,0,F_Vx,3000
3,21,4,1.1,0,F_Vx,3000
3,22,1,1.1,0,F_Vx,3000
3,23,1,0.7,0,F_Vx,3000
3,24,2,0.7,0,F_Vx,3000
3,25,2,0.3,0,F_Vz,3000
3,26,2,1.3,0,F_Vx,3000
3,27,2,0.5,0,F_Vx,3000
3,28,2,0.7,0,F_Vz,3000
3,29,2,1.8,0,F_Vx,3000
3,30,2,0.8,0,F_Vz,3000
3,31,2,0.8,0,F_Vx,3000
3,32,2,0.8,0,F_Vz,3000
3,33,2,0.4,0,F_Vz,3000
3,34,1,0.5,0,F_Vx,3000
3,35,3,1.2,0,F_Vx,3000
3,36,3,1.4,0,F_Vy,3000
3,37,3,0.6,0,F_Vz,3000
3,38,4,0.7,0,F_Vx,3000
3,39,3,12,0,F_Vx,3000
3,40,3,6.2,0,F_Vy,3000
3,41,3,4,0,F_Vz,3000
3,42,3,5.2,0,F_Vx,3000
3,43,3,4.2,0,F_Vy,3000
3,44,3,4.2,0,F_Vz,3000
3,45,3,2.4,0,F_Vy,3000
3,46,3,1.1,0,F_Vz,3000
3,47,3,1.4,0,F_Vx,3000
3,48,3,1.4,0,F_Vy,3000
3,49,3,12,0,Missing,3000
3,13,3,0.7,0,F_Vx,3000
3,15,4,1.6,0,F_Vx,3000
3,16,4,1.8,0,F_Vx,3000
3,24,4,1.6,0,F_Vx,3000
3,25,2,0.9,0,F_Vx,3000
3,28,2,0.6,0,F_Vz,3000
3,33,3,1.4,0,F_Vx,3000
3,36,3,1.4,0,F_Vz,3000
3,38,3,1.7,0,F_Vx,3000
3,39,3,14.5,0,Missing,3000
3,0,2,10,0,NF_Ax,3000
3,1,2,13.5,0,NF_Ay,3000
3,2,2,20,0,NF_Az,3000
3,3,2,2.6,0,NF_Vx,3000
3,4,2,5.5,0,NF_Vy,3000
3,5,2,4,0,NF_Vz,3000
3,6,1,11.5,0,NF_Ax,3000
3,7,1,11,0,NF_Ay,3000
3,8,1,25,0,NF_Az,3000
3,9,1,2.4,0,NF_Vx,3000
3,10,1,3.2,0,NF_Vy,3000
3,11,1,6,0,NF_Vz,3000
3,12,1,1.2,0,F_Vx,3000
3,13,1,1.1,0,F_Vy,3000
3,14,1,2.8,0,F_Vz,3000
3,15,1,1.2,0,F_Vx,3000
3,16,1,1.4,0,F_Vy,3000
3,17,1,4.8,0,F_Vz,3000
3,18,2,1.1,0,F_Vx,3000
3,19,1,0.6,0,F_Vx,3000
3,20,1,1.9,0,F_Vy,3000
3,21,1,1.2,0,F_Vz,3000
3,22,1,0.7,0,F_Vx,3000
3,23,2,1.2,0,F_Vx,3000
3,24,2,1.4,0,F_Vy,3000
3,25,2,1.4,0,F_Vz,3000
