Keyword,Mentions,Mention Date,Zipcode,State,IP Address,,,
wildcats,18560,8/27/14,22333,Virginia,202.187.133.81,,,
Special Dark,10944,8/28/14,60201,Ohio,127.77.84.23,,,
Special Dark,8384,8/28/14,60201,Oklahoma,18.163.240.127,,,
Special Dark,15296,8/28/14,60201,Florida,7.252.89.1,,,
Special Dark,5824,8/28/14,60201,Michigan,117.4.21.215,,,
Special Dark,3520,8/28/14,60201,California,119.199.22.229,,,
Special Dark,2688,8/28/14,60201,Florida,64.212.89.39,,,
Special Dark,5504,8/28/14,60201,Virginia,254.13.18.151,,,
TCU,5440,8/28/14,60201,Michigan,234.200.23.42,,,
TCU,5952,8/28/14,60201,Illinois,47.147.123.69,,,
TCU,10816,8/28/14,60201,Iowa,71.118.164.163,,,
TCU,6912,8/28/14,60201,Illinois,20.133.25.22,,,
TCU,7488,8/28/14,60201,Virginia,15.238.181.68,,,
TCU,2368,8/28/14,60201,Florida,199.4.94.22,,,
TCU,2304,8/28/14,60201,Michigan,100.207.68.243,,,
Special Dark,13376,8/28/14,60201,California,190.1.11.174,,,
Special Dark,4352,8/28/14,60201,Florida,26.72.3.197,,,
Special Dark,9728,8/28/14,60201,Ohio,125.205.61.98,,,
Special Dark,2624,8/28/14,60201,Idaho,113.184.63.136,,,
Special Dark,12672,8/28/14,60201,Connecticut,232.44.103.162,,,
back to school,27328,8/28/14,55166,Minnesota,243.88.42.59,,,
chocolate,24000,8/28/14,63158,Missouri,209.39.255.200,,,
cookie,13056,8/28/14,87140,New Mexico,143.207.133.92,,,
hershey,23104,8/28/14,25389,West Virginia,135.212.35.215,,,
holder,2240,8/28/14,34205,Florida,84.206.220.126,,,
hug,24896,8/28/14,94105,California,69.44.112.69,,,
hug,20096,8/28/14,20404,District of Columbia,57.11.207.27,,,
hugs,31424,8/28/14,92725,California,245.195.136.7,,,
kiss,29760,8/28/14,98104,Washington,182.160.219.73,,,
kisses,24000,8/28/14,80299,Colorado,77.149.198.206,,,
NU,22080,8/28/14,23242,Virginia,15.234.134.47,,,
obamnesty,2112,8/28/14,45203,Ohio,220.193.81.157,,,
purple,31424,8/28/14,19141,Pennsylvania,104.145.207.162,,,
school colors,21184,8/28/14,89074,Nevada,139.58.103.14,,,
school colors,26240,8/28/14,17405,Pennsylvania,249.59.246.232,,,
wildcats,22464,8/28/14,92844,California,195.208.96.141,,,
wildcats,23936,8/28/14,45296,Ohio,164.213.150.210,,,
Special Dark,4160,8/29/14,60201,Iowa,219.80.235.198,,,
Special Dark,2880,8/29/14,76109,Florida,107.123.22.221,,,
Special Dark,4928,8/29/14,60208,Florida,125.16.207.56,,,
Special Dark,9152,8/29/14,60201,Oklahoma,9.81.34.136,,,
Special Dark,8768,8/29/14,76109,District of Columbia,157.45.157.196,,,
Texas Christian,8128,8/29/14,60208,Indiana,217.96.183.37,,,
Texas Christian,8320,8/29/14,60201,New Mexico,250.142.238.195,,,
Texas Christian,8256,8/29/14,76109,Alabama,70.219.193.4,,,
Texas Christian,6400,8/29/14,60208,New Mexico,52.184.93.45,,,
Texas Christian,2624,8/29/14,60201,Massachusetts,193.230.142.243,,,
Texas Christian,2048,8/29/14,76109,California,30.138.125.177,,,
Texas Christian,6592,8/29/14,60208,District of Columbia,87.107.199.48,,,
Texas Christian,3712,8/29/14,60201,Nebraska,228.70.1.173,,,
Special Dark,10944,8/29/14,76109,Virginia,201.4.11.20,,,
Special Dark,8320,8/29/14,60208,Illinois,101.90.156.253,,,
Special Dark,6656,8/29/14,60201,North Carolina,178.98.238.136,,,
Special Dark,14976,8/29/14,76109,Missouri,238.73.72.0,,,
Special Dark,13952,8/29/14,60208,Maryland,149.185.207.66,,,
Special Dark,1664,8/29/14,60201,Virginia,115.141.34.211,,,
Special Dark,14528,8/29/14,76109,Louisiana,175.218.129.116,,,
Special Dark,7936,8/29/14,60208,New York,147.129.246.82,,,
Special Dark,2240,8/29/14,60201,Colorado,233.183.129.44,,,
Special Dark,3584,8/29/14,76109,Florida,6.80.245.224,,,
Special Dark,10240,8/29/14,60208,Florida,32.111.32.247,,,
Special Dark,8256,8/29/14,60201,Texas,144.81.94.20,,,
Special Dark,3776,8/29/14,76109,Tennessee,99.215.220.164,,,
Special Dark,2432,8/29/14,60208,Minnesota,150.205.106.33,,,
Special Dark,14208,8/29/14,60201,Colorado,110.13.120.122,,,
Special Dark,12032,8/29/14,76109,Texas,100.127.76.236,,,
Special Dark,2880,8/29/14,60208,Connecticut,175.13.40.212,,,
Special Dark,11776,8/29/14,60201,Texas,118.84.187.204,,,
Special Dark,2560,8/29/14,76109,Tennessee,51.47.160.38,,,
Special Dark,5440,8/29/14,60208,Florida,201.177.112.188,,,
Special Dark,5312,8/29/14,60201,Louisiana,18.115.155.41,,,
Special Dark,7296,8/29/14,76109,New York,136.134.124.37,,,
Special Dark,9088,8/29/14,60208,Arizona,253.80.5.203,,,
Special Dark,7360,8/29/14,60201,Alabama,199.123.3.216,,,
Special Dark,8960,8/29/14,76109,Massachusetts,205.74.1.186,,,
Special Dark,12288,8/29/14,60208,Arizona,101.252.170.135,,,
Special Dark,4160,8/29/14,60201,Mississippi,86.70.239.168,,,
Special Dark,8128,8/29/14,76109,Missouri,143.74.41.85,,,
Special Dark,12928,8/29/14,60208,New York,44.19.252.54,,,
Special Dark,3328,8/29/14,60201,Georgia,159.54.7.182,,,
Special Dark,13504,8/29/14,76109,Texas,223.138.115.174,,,
Special Dark,13056,8/29/14,60208,Minnesota,125.140.185.108,,,
Special Dark,13952,8/29/14,60201,Virginia,39.126.39.209,,,
Special Dark,2304,8/29/14,76109,Florida,83.93.156.226,,,
Special Dark,11584,8/29/14,60208,District of Columbia,94.172.132.185,,,
Special Dark,10240,8/29/14,60201,Alabama,226.178.195.132,,,
Special Dark,12672,8/29/14,76109,Indiana,44.12.99.142,,,
Special Dark,8704,8/29/14,60208,Texas,30.92.236.54,,,
Special Dark,3136,8/29/14,60201,California,145.205.114.5,,,
Special Dark,7616,8/29/14,76109,Massachusetts,183.99.6.152,,,
Special Dark,9984,8/29/14,60208,Nebraska,166.54.54.30,,,
Special Dark,5632,8/29/14,60201,California,129.192.116.175,,,
Special Dark,11456,8/29/14,76109,Alabama,101.255.246.183,,,
Special Dark,15552,8/29/14,60208,Texas,88.14.62.97,,,
back to school,31680,8/29/14,32854,Florida,226.238.141.41,,,
back to school,29248,8/29/14,57198,South Dakota,230.209.54.100,,,
back to school,16832,8/29/14,12247,New York,179.222.92.38,,,
back to school,29632,8/29/14,90505,California,145.32.164.252,,,
chocolate,23424,8/29/14,85743,Arizona,97.216.182.140,,,
hershey,20736,8/29/14,92513,California,11.91.162.72,,,
hershey,29952,8/29/14,91505,California,55.152.155.152,,,
horowitz,3264,8/29/14,19178,Pennsylvania,77.243.56.107,,,
hug,18752,8/29/14,39305,Mississippi,175.208.12.141,,,
hug,30720,8/29/14,47937,Indiana,0.155.215.28,,,
hug,21952,8/29/14,32868,Florida,47.117.7.157,,,
hugs,27456,8/29/14,74184,Oklahoma,67.15.87.228,,,
kiss,24512,8/29/14,92191,California,126.24.131.143,,,
kiss,29632,8/29/14,68144,Nebraska,133.88.128.223,,,
kiss,26560,8/29/14,20337,District of Columbia,55.219.220.124,,,
kisses,30336,8/29/14,45213,Ohio,23.251.39.117,,,
kisses,19840,8/29/14,79989,Texas,95.193.187.100,,,
purple,28416,8/29/14,94913,California,64.241.174.178,,,
purple,21568,8/29/14,89130,Nevada,217.187.166.184,,,
purple,20096,8/29/14,88519,Texas,96.177.45.98,,,
purple,20800,8/29/14,43220,Ohio,64.78.167.122,,,
school colors,25728,8/29/14,29505,South Carolina,222.188.248.50,,,
survival kit,27392,8/29/14,28220,North Carolina,51.221.144.126,,,
survival kit,26688,8/29/14,46620,Indiana,197.188.7.38,,,
wildcats,24320,8/29/14,20470,District of Columbia,252.102.142.196,,,
back to school,18752,8/30/14,85732,Arizona,55.162.128.109,,,
chocolate,28800,8/30/14,28815,North Carolina,25.18.141.8,,,
chocolate,21504,8/30/14,11247,New York,5.191.62.193,,,
comment,7872,8/30/14,48604,Michigan,171.55.2.234,,,
commercial,5504,8/30/14,97255,Oregon,178.4.147.226,,,
crib,5440,8/30/14,7112,New Jersey,159.141.26.118,,,
eatinglicking,14848,8/30/14,98405,Washington,58.144.150.167,,,
hershey,22976,8/30/14,33982,Florida,167.88.67.52,,,
hershey,24640,8/30/14,21216,Maryland,43.27.180.119,,,
hershey,31168,8/30/14,94286,California,67.82.11.139,,,
hershey,30336,8/30/14,22047,Virginia,206.20.227.182,,,
hug,26880,8/30/14,90050,California,36.222.171.54,,,
hug,16000,8/30/14,11231,New York,85.53.195.126,,,
hugs,22080,8/30/14,95823,California,51.91.215.37,,,
hugs,20288,8/30/14,78240,Texas,125.239.143.37,,,
kisses,20224,8/30/14,24004,Virginia,145.222.108.75,,,
kisses,30912,8/30/14,46221,Indiana,33.210.239.25,,,
kisses,22976,8/30/14,19058,Pennsylvania,33.61.35.75,,,
Northwestern,16064,8/30/14,71307,Louisiana,211.163.187.251,,,
school colors,18624,8/30/14,79605,Texas,35.122.191.2,,,
school colors,23488,8/30/14,49006,Michigan,144.93.223.129,,,
school colors,24896,8/30/14,11407,New York,213.176.232.240,,,
wildcats,28544,8/30/14,30905,Georgia,90.255.97.144,,,
wildcats,18816,8/30/14,63110,Missouri,107.136.15.240,,,
gifts,1968,8/31/14,1105,Massachusetts,129.152.227.203,,,
guys,696,8/31/14,77035,Texas,30.191.49.157,,,
hope,1872,8/31/14,52405,Iowa,239.229.125.81,,,
humorous,1280,8/31/14,48092,Michigan,180.175.240.4,,,
largest,1968,8/31/14,98405,Washington,154.58.113.145,,,
time,608,8/31/14,45432,Ohio,131.43.0.85,,,
video,1296,8/31/14,36195,Alabama,93.28.188.208,,,
finished,520,9/1/14,63169,Missouri,200.148.245.73,,,
healthy,1312,9/1/14,10120,New York,62.63.125.110,,,
humorous,1240,9/1/14,25711,West Virginia,248.197.92.114,,,
jewelry,1368,9/1/14,98481,Washington,246.181.12.4,,,
letters,488,9/1/14,29203,South Carolina,102.105.214.227,,,
silly,1440,9/1/14,95194,California,164.185.67.89,,,
conservative,1408,9/2/14,89714,Nevada,18.246.109.10,,,
enjoy,608,9/2/14,11470,New York,146.3.142.224,,,
holiday,1272,9/2/14,80228,Colorado,46.157.146.44,,,
hugs,888,9/2/14,82007,Wyoming,180.70.24.102,,,
people,304,9/2/14,75379,Texas,242.40.195.106,,,
review,288,9/2/14,78225,Texas,129.230.173.164,,,
idea,408,9/3/14,23260,Virginia,9.125.150.183,,,
pictures,832,9/3/14,10165,New York,172.76.197.159,,,
challenge,448,9/4/14,44191,Ohio,21.123.26.116,,,
creative,304,9/4/14,17126,Pennsylvania,102.243.208.102,,,
review,1376,9/4/14,53710,Wisconsin,89.171.174.137,,,
cake,1688,9/5/14,75342,Texas,214.229.180.122,,,
daniel,416,9/5/14,27635,North Carolina,34.41.107.44,,,
favors,704,9/5/14,28210,North Carolina,238.54.231.38,,,
game,744,9/5/14,77260,Texas,158.79.130.155,,,
tutorial,1264,9/5/14,67236,Kansas,177.208.98.246,,,
record,848,9/6/14,70826,Louisiana,45.212.3.220,,,
fastest,296,9/7/14,45440,Ohio,102.161.170.71,,,
ideas,1640,9/7/14,77705,Texas,127.197.133.110,,,
project,760,9/7/14,47937,Indiana,190.45.182.187,,,
tiny,1184,9/7/14,55805,Minnesota,142.187.71.94,,,
tutorial,1520,9/7/14,46015,Indiana,254.96.100.86,,,
hungry,656,9/8/14,33954,Florida,148.159.61.5,,,
idea,728,9/8/14,23272,Virginia,217.44.230.211,,,
juice,376,9/8/14,40210,Kentucky,206.78.100.254,,,
hungry,904,9/9/14,94660,California,94.155.60.123,,,
balloons,304,9/10/14,48217,Michigan,196.160.77.176,,,
kiss,672,9/11/14,35254,Alabama,44.151.26.32,,,
making,1488,9/11/14,28235,North Carolina,38.184.190.39,,,
real,1664,9/11/14,37205,Tennessee,29.17.44.209,,,
fine,464,9/12/14,40586,Kentucky,72.89.214.181,,,
healthy,680,9/12/14,93111,California,142.192.156.177,,,
quickest,1864,9/12/14,27710,North Carolina,8.221.82.188,,,
daniel,768,9/13/14,14614,New York,135.197.34.228,,,
forget,1312,9/13/14,60681,Illinois,228.141.146.87,,,
worldaposs,608,9/13/14,88579,Texas,88.141.115.137,,,
butter,1512,9/14/14,20508,District of Columbia,7.205.124.151,,,
knew,248,9/14/14,43615,Ohio,215.242.55.3,,,
stickers,1600,9/14/14,18706,Pennsylvania,241.40.54.247,,,
favorite,264,9/15/14,75705,Texas,127.44.5.237,,,
share,856,9/15/14,32919,Florida,237.68.33.3,,,
favors,1200,9/16/14,49560,Michigan,166.87.209.95,,,
file,880,9/16/14,79491,Texas,142.133.19.87,,,
friends,400,9/16/14,77065,Texas,235.245.12.26,,,
hugs,1416,9/16/14,20078,District of Columbia,48.179.26.95,,,
kiss,560,9/16/14,68524,Nebraska,155.175.208.227,,,
letter,1696,9/17/14,18706,Pennsylvania,240.145.246.10,,,
crying,592,9/18/14,32808,Florida,224.69.137.10,,,
easy,232,9/18/14,95298,California,27.15.12.242,,,
fine,624,9/18/14,53215,Wisconsin,205.85.233.237,,,
happy,1304,9/18/14,34642,Florida,130.22.164.192,,,
kiss,240,9/18/14,92405,California,62.147.109.253,,,
encouragement,1136,9/19/14,46015,Indiana,169.31.104.97,,,
fastest,400,9/19/14,68531,Nebraska,2.85.20.76,,,
finished,1376,9/19/14,10110,New York,53.243.119.247,,,
gift,848,9/19/14,71914,Arkansas,60.186.38.49,,,
presents,208,9/19/14,78405,Texas,202.58.176.216,,,
studios,1024,9/19/14,50310,Iowa,201.174.171.26,,,
studios,904,9/19/14,20420,District of Columbia,199.28.31.196,,,
unwrap,736,9/19/14,43666,Ohio,228.236.27.64,,,
dont,648,9/20/14,79415,Texas,117.218.50.110,,,
laugh,592,9/20/14,91616,California,29.89.186.218,,,
personalized,712,9/20/14,38114,Tennessee,89.79.57.197,,,
juice,1280,9/21/14,80945,Colorado,83.119.216.26,,,
real,1576,9/21/14,46406,Indiana,224.109.209.59,,,
time,464,9/21/14,19810,Delaware,228.125.51.125,,,
wedding,440,9/21/14,90847,California,63.35.195.206,,,
crib,1864,9/22/14,16107,Pennsylvania,6.190.48.188,,,
delicious,824,9/22/14,20337,District of Columbia,20.116.161.114,,,
machine,1704,9/22/14,12305,New York,104.238.37.21,,,
night,1352,9/22/14,80940,Colorado,152.11.88.94,,,
blossoms,1328,9/23/14,30340,Georgia,178.72.216.96,,,
tiny,528,9/23/14,44505,Ohio,32.233.144.93,,,
eatinglicking,1192,9/24/14,8608,New Jersey,199.75.136.2,,,
knew,384,9/24/14,72905,Arkansas,135.134.131.32,,,
modules,936,9/24/14,33129,Florida,93.178.186.250,,,
sleep,1552,9/24/14,33142,Florida,237.234.150.66,,,
conservative,752,9/25/14,84130,Utah,149.196.248.149,,,
crochet,728,9/25/14,79410,Texas,233.245.14.64,,,
draw,216,9/25/14,95894,California,195.126.156.133,,,
youre,904,9/25/14,96825,Hawaii,40.242.167.111,,,
cute,1504,9/26/14,60614,Illinois,163.182.99.125,,,
forget,1328,9/26/14,88584,Texas,37.49.128.134,,,
homemade,864,9/26/14,48912,Michigan,248.57.205.134,,,
idea,368,9/26/14,74184,Oklahoma,20.0.216.60,,,
reasons,296,9/26/14,33305,Florida,60.21.109.163,,,
comment,736,9/27/14,25326,West Virginia,114.189.113.70,,,
play,512,9/27/14,91205,California,219.156.206.91,,,
quotes,1888,9/27/14,92415,California,181.126.218.162,,,
relaxing,1192,9/27/14,80015,Colorado,146.239.142.99,,,
small,488,9/27/14,95054,California,132.7.103.198,,,
sweet,1744,9/27/14,31165,Georgia,220.127.0.57,,,
yall,1848,9/27/14,32118,Florida,220.144.145.237,,,
forget,944,9/28/14,92405,California,43.80.255.12,,,
hope,1088,9/28/14,94297,California,100.0.130.35,,,
largest,1200,9/28/14,46634,Indiana,219.114.146.105,,,
favorite,1760,9/29/14,34665,Florida,181.37.103.240,,,
modules,1176,9/29/14,75260,Texas,35.26.236.158,,,
worldaposs,944,9/29/14,6105,Connecticut,130.58.132.114,,,
appreciates,1488,9/30/14,33705,Florida,26.67.215.120,,,
draw,1208,10/1/14,20220,District of Columbia,219.65.184.233,,,
picture,1384,10/1/14,94405,California,209.96.156.0,,,
paper,912,10/2/14,99507,Alaska,173.119.97.5,,,
thousand,1096,10/2/14,46634,Indiana,237.150.211.241,,,
daniel,512,10/3/14,33610,Florida,21.77.127.123,,,
making,1784,10/3/14,94622,California,14.239.93.223,,,
mommy,952,10/3/14,14652,New York,224.157.255.192,,,
real,1904,10/3/14,74170,Oklahoma,138.248.19.219,,,
years,1216,10/3/14,89012,Nevada,37.164.66.218,,,
closed,312,10/4/14,43699,Ohio,241.8.148.212,,,
file,272,10/4/14,21216,Maryland,114.106.177.163,,,
giant,1336,10/4/14,10155,New York,238.121.134.218,,,
review,600,10/4/14,46295,Indiana,181.73.252.222,,,
peanut,1800,10/5/14,34985,Florida,176.43.236.145,,,
worldaposs,512,10/5/14,79955,Texas,190.77.147.81,,,
drop,488,10/6/14,57193,South Dakota,142.76.217.19,,,
friends,696,10/6/14,94142,California,160.56.232.97,,,
giant,1552,10/6/14,89145,Nevada,242.209.207.181,,,
yall,256,10/6/14,35905,Alabama,164.92.88.188,,,
redstate,592,10/7/14,27705,North Carolina,130.238.64.6,,,
closed,544,10/8/14,2208,Massachusetts,30.180.214.190,,,
stickers,616,10/8/14,85732,Arizona,200.41.151.42,,,
asleep,1592,10/9/14,6145,Connecticut,146.62.24.244,,,
fireworks,1048,10/9/14,92410,California,19.7.223.137,,,
time,1984,10/9/14,78764,Texas,124.33.179.75,,,
work,1408,10/9/14,93794,California,41.116.46.48,,,
appreciates,1992,10/10/14,70616,Louisiana,90.108.235.250,,,
play,1776,10/10/14,46266,Indiana,21.190.109.17,,,
relaxing,984,10/10/14,30195,Georgia,186.111.254.50,,,
share,632,10/10/14,96835,Hawaii,49.58.62.165,,,
hope,264,10/11/14,92645,California,119.89.112.71,,,
eatinglicking,448,10/12/14,34985,Florida,247.49.148.191,,,
jewelry,616,10/12/14,22313,Virginia,193.210.85.63,,,
obamnesty,1504,10/12/14,77234,Texas,149.131.210.214,,,
hugs,328,10/13/14,76134,Texas,255.17.154.130,,,
modules,1792,10/13/14,66611,Kansas,41.217.229.119,,,
store,1592,10/13/14,30911,Georgia,49.181.58.43,,,
unwrap,984,10/13/14,53726,Wisconsin,231.120.56.87,,,
anniversary,1784,10/14/14,87201,New Mexico,150.125.51.41,,,
share,1328,10/14/14,37131,Tennessee,96.72.19.113,,,
crush,608,10/15/14,29403,South Carolina,195.89.230.123,,,
feet,1312,10/15/14,77218,Texas,49.119.124.54,,,
forget,1104,10/15/14,31165,Georgia,105.204.132.167,,,
gift,456,10/15/14,11431,New York,109.135.133.5,,,
life,448,10/15/14,33320,Florida,194.125.75.68,,,
store,696,10/15/14,27425,North Carolina,114.57.211.137,,,
closed,1872,10/16/14,33129,Florida,223.224.49.241,,,
paper,1976,10/16/14,93786,California,100.100.40.23,,,
roses,552,10/16/14,20370,District of Columbia,50.8.49.146,,,
world,960,10/16/14,91109,California,252.91.123.226,,,
good,1304,10/17/14,50362,Iowa,186.99.108.195,,,
write,816,10/17/14,40581,Kentucky,39.105.224.157,,,
conservative,1272,10/18/14,93591,California,50.179.214.248,,,
good,1872,10/18/14,50393,Iowa,153.133.203.177,,,
giant,1792,10/19/14,36610,Alabama,113.140.31.92,,,
lavender,544,10/19/14,92825,California,194.63.210.190,,,
suggestions,952,10/19/14,95354,California,179.78.187.23,,,
years,1528,10/20/14,45223,Ohio,198.103.245.230,,,
stickers,1248,10/21/14,32909,Florida,235.192.152.55,,,
trinket,1280,10/21/14,35290,Alabama,213.1.38.113,,,
candy,1888,10/22/14,29505,South Carolina,15.236.88.138,,,
candy,3416,10/22/14,84120,Utah,158.75.53.245,,,
candy,2968,10/22/14,89105,Nevada,117.53.35.165,,,
candy,2224,10/22/14,40745,Kentucky,155.48.220.184,,,
candy,2712,10/22/14,23242,Virginia,113.145.33.159,,,
friends,864,10/22/14,58207,North Dakota,245.16.34.53,,,
ghost,2360,10/22/14,76205,Texas,51.207.66.103,,,
ghost,1712,10/22/14,46239,Indiana,100.115.67.168,,,
halloween,3576,10/22/14,91841,California,63.8.155.47,,,
halloween,1872,10/22/14,71105,Louisiana,56.70.86.43,,,
hershey,2080,10/22/14,32610,Florida,212.8.31.39,,,
hershey,2272,10/22/14,37405,Tennessee,219.175.247.90,,,
kiss,1904,10/22/14,85754,Arizona,16.57.7.95,,,
kiss,1856,10/22/14,93150,California,54.68.78.175,,,
kisses,1624,10/22/14,49510,Michigan,85.196.173.52,,,
kisses,1624,10/22/14,92867,California,254.124.114.225,,,
open,1064,10/22/14,76129,Texas,145.55.85.145,,,
party,2424,10/22/14,65898,Missouri,205.179.220.13,,,
party,2808,10/22/14,80291,Colorado,190.228.110.131,,,
peanut,1896,10/22/14,93773,California,193.124.40.63,,,
scary,2552,10/22/14,60641,Illinois,63.29.250.107,,,
scary,1960,10/22/14,36628,Alabama,218.119.122.43,,,
scary,2872,10/22/14,79923,Texas,134.223.248.101,,,
treats,3064,10/22/14,72916,Arkansas,142.248.247.2,,,
treats,3592,10/22/14,75353,Texas,69.86.14.179,,,
trick or treat,1784,10/22/14,6127,Connecticut,8.152.123.156,,,
trick or treat,2472,10/22/14,61635,Illinois,72.101.6.143,,,
tricks,2960,10/22/14,32412,Florida,223.65.206.38,,,
candy,3480,10/23/14,47747,Indiana,219.120.38.130,,,
finished,232,10/23/14,20310,District of Columbia,195.188.165.212,,,
halloween,2320,10/23/14,34474,Florida,158.49.235.223,,,
halloween,1664,10/23/14,95973,California,142.116.149.102,,,
hershey,2528,10/23/14,77060,Texas,15.193.159.0,,,
hershey,2448,10/23/14,21211,Maryland,2.48.255.173,,,
hershey,2088,10/23/14,97240,Oregon,57.8.253.226,,,
hershey,3456,10/23/14,93704,California,197.51.212.119,,,
idea,1584,10/23/14,27110,North Carolina,208.69.202.207,,,
kiss,2616,10/23/14,87110,New Mexico,226.180.69.127,,,
kisses,3128,10/23/14,76544,Texas,221.205.46.108,,,
kisses,3088,10/23/14,95113,California,88.83.73.200,,,
laugh,864,10/23/14,30356,Georgia,18.239.140.80,,,
scary,3240,10/23/14,63136,Missouri,190.187.44.195,,,
scary,2328,10/23/14,93305,California,27.151.163.94,,,
treats,3000,10/23/14,46202,Indiana,130.252.148.58,,,
treats,3272,10/23/14,31132,Georgia,13.197.103.24,,,
treats,2512,10/23/14,14220,New York,91.66.16.65,,,
treats,2072,10/23/14,93704,California,75.109.34.201,,,
treats,2008,10/23/14,16510,Pennsylvania,87.1.156.162,,,
trick or treat,2272,10/23/14,95133,California,18.164.202.132,,,
trick or treat,2304,10/23/14,73114,Oklahoma,28.52.36.78,,,
tricks,2928,10/23/14,33811,Florida,44.239.119.31,,,
tricks,1968,10/23/14,34629,Florida,63.214.204.95,,,
tricks,2368,10/23/14,75799,Texas,205.15.11.232,,,
candy,2976,10/24/14,30506,Georgia,238.11.210.87,,,
candy,3440,10/24/14,78296,Texas,90.161.112.148,,,
candy,2064,10/24/14,92519,California,123.170.171.250,,,
candy,3008,10/24/14,77806,Texas,176.10.190.215,,,
feeling,904,10/24/14,65211,Missouri,26.99.250.99,,,
ghost,3384,10/24/14,99220,Washington,160.10.254.225,,,
ghost,1768,10/24/14,37210,Tennessee,135.153.146.57,,,
ghost,2096,10/24/14,11388,New York,25.48.183.160,,,
ghost,3256,10/24/14,85284,Arizona,181.14.220.74,,,
halloween,3512,10/24/14,61629,Illinois,191.199.133.255,,,
hershey,2856,10/24/14,75705,Texas,24.166.160.174,,,
kiss,2008,10/24/14,13217,New York,0.110.75.17,,,
kiss,1752,10/24/14,37228,Tennessee,21.27.48.170,,,
kiss,1928,10/24/14,10705,New York,247.125.39.209,,,
kiss,3016,10/24/14,76147,Texas,236.4.109.146,,,
kiss,3216,10/24/14,79491,Texas,4.12.14.176,,,
kiss,2584,10/24/14,32412,Florida,179.127.40.147,,,
kisses,1808,10/24/14,55557,Minnesota,21.197.50.161,,,
kisses,1952,10/24/14,48098,Michigan,213.138.247.96,,,
kisses,3464,10/24/14,20397,District of Columbia,91.48.248.50,,,
kisses,2272,10/24/14,29403,South Carolina,188.92.62.66,,,
knew,664,10/24/14,19146,Pennsylvania,192.112.220.212,,,
modules,1896,10/24/14,19184,Pennsylvania,110.128.139.31,,,
party,2000,10/24/14,93715,California,162.234.129.149,,,
scary,3280,10/24/14,85010,Arizona,206.27.244.119,,,
tower,712,10/24/14,30022,Georgia,84.172.112.238,,,
treats,3368,10/24/14,29625,South Carolina,219.10.219.41,,,
treats,1728,10/24/14,92862,California,67.133.176.223,,,
treats,2600,10/24/14,35405,Alabama,251.34.182.11,,,
trick or treat,3424,10/24/14,44329,Ohio,25.231.219.145,,,
tricks,2192,10/24/14,23228,Virginia,172.91.31.48,,,
unwrapping,1416,10/24/14,60614,Illinois,93.43.32.52,,,
candy,3256,10/25/14,63126,Missouri,45.95.150.241,,,
candy,2664,10/25/14,76011,Texas,204.80.138.232,,,
click,1088,10/25/14,23220,Virginia,59.157.19.89,,,
ghost,3064,10/25/14,89510,Nevada,238.141.83.184,,,
ghost,1656,10/25/14,19058,Pennsylvania,192.92.250.149,,,
ghost,3064,10/25/14,22903,Virginia,189.140.217.143,,,
ghost,3192,10/25/14,75231,Texas,207.7.248.178,,,
ghost,3224,10/25/14,63126,Missouri,131.185.61.23,,,
halloween,2720,10/25/14,45271,Ohio,85.251.236.154,,,
halloween,1632,10/25/14,75372,Texas,151.21.126.177,,,
halloween,3520,10/25/14,55108,Minnesota,117.225.101.227,,,
hershey,2240,10/25/14,78732,Texas,206.79.71.56,,,
hershey,2712,10/25/14,50305,Iowa,95.93.49.215,,,
kiss,2904,10/25/14,60435,Illinois,196.11.75.141,,,
kiss,3200,10/25/14,46867,Indiana,13.119.43.132,,,
kisses,1664,10/25/14,7505,New Jersey,104.229.76.245,,,
knew,544,10/25/14,25336,West Virginia,190.37.246.233,,,
party,1680,10/25/14,89505,Nevada,194.130.102.184,,,
party,3192,10/25/14,37405,Tennessee,167.42.91.148,,,
scary,2744,10/25/14,2405,Massachusetts,132.86.138.160,,,
scary,2448,10/25/14,92519,California,196.243.207.223,,,
trick or treat,3528,10/25/14,77005,Texas,176.96.139.83,,,
trick or treat,1608,10/25/14,28314,North Carolina,46.23.77.39,,,
tricks,2056,10/25/14,79977,Texas,118.234.103.237,,,
candy,1640,10/26/14,36104,Alabama,188.40.50.10,,,
crush,848,10/26/14,76598,Texas,246.38.195.114,,,
funny,328,10/26/14,89115,Nevada,146.42.117.122,,,
ghost,3200,10/26/14,92835,California,233.243.48.155,,,
halloween,3272,10/26/14,10280,New York,224.204.156.30,,,
hershey,3056,10/26/14,33111,Florida,19.158.25.96,,,
hershey,3168,10/26/14,63169,Missouri,154.225.15.40,,,
kiss,1608,10/26/14,16565,Pennsylvania,100.240.156.123,,,
kiss,1712,10/26/14,79699,Texas,44.129.205.52,,,
kiss,2528,10/26/14,45238,Ohio,56.59.191.1,,,
kiss,3112,10/26/14,68531,Nebraska,210.234.203.19,,,
kiss,2440,10/26/14,11205,New York,117.120.20.152,,,
kisses,2512,10/26/14,62711,Illinois,233.30.216.76,,,
kisses,3080,10/26/14,91103,California,183.232.68.101,,,
scary,1608,10/26/14,34210,Florida,209.57.50.38,,,
scary,3184,10/26/14,55487,Minnesota,206.184.195.123,,,
scary,2360,10/26/14,80270,Colorado,240.179.168.173,,,
situation,560,10/26/14,37931,Tennessee,77.249.89.169,,,
